airport,all_airports,state,country,city,type,iata_code,city_code,longitude,latitude,time_zone,gmt_offset,mileage_region,region
Ko Samui,N,,Thailand,Koh Samui,airport,USM,USM,100.0625,9.55027778,Asia/Bangkok,GMT+7:00,Asia 1,AS
Knoxville Mc Ghee Tyson,N,TN,United States,Knoxville,airport,TYS,TYS,-83.994167,35.8111111,America/New_York,GMT-5:00,Canada & Continental USA,US
Knock Ireland West,N,,Ireland,Knock,airport,NOC,NOC,-8.8186111,53.9102778,Europe/Dublin,GMT0:00,Europe 1,EU
Klemtu SPB,N,BC,Canada,Klemtu,airport,YKT,YKT,-128.52111,52.5930556,America/Vancouver,GMT-8:00,Canada & Continental USA,US
Klawock,N,AK,United States,Klawock,airport,KLW,KLW,-133.07611,55.5791667,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Klamath Falls,N,OR,United States,Klamath Falls,airport,LMT,LMT,-121.73722,42.1630556,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Klaipeda/Palanga Palanga International,N,,Lithuania,Palanga,airport,PLQ,PLQ,21.0938889,55.9733333,Europe/Vilnius,GMT+2:00,Europe 2,EU
Klagenfurt,N,,Austria,Klagenfurt,airport,KLU,KLU,14.3377778,46.6427778,Europe/Vienna,GMT+1:00,Europe 1,EU
Kivalina,N,AK,United States,Kivalina,airport,KVL,KVL,-164.56361,67.7361111,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kiunga,N,,Papua New Guinea,Kiunga,airport,UNG,UNG,141.285556,-6125,Pacific/Port_Moresby,GMT+10:00,Australia New Zealand & South Pacific,AU
Kittila,N,,Finland,Kittila,airport,KTT,KTT,24.8469444,67.7011111,Europe/Helsinki,GMT+2:00,Europe 2,EU
Kitoi Bay Sea Plane Base,N,AK,United States,Kitoi Bay,airport,KKB,KKB,-152.36778,58.1905556,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kitchener-Waterloo Regional Airport,N,ON,Canada,Toronto,airport,YKF,YTO,-80.378611,43.4608333,America/Montreal,GMT-5:00,Canada & Continental USA,US
Kitale,N,,Kenya,Kitale,airport,KTL,KTL,34.9597222,0.97333333,Africa/Nairobi,GMT+3:00,"East, West & South Africa",AF
Kitakyushu,N,,Japan,Kita Kyushu,airport,KKJ,KKJ,131.034722,33.8458333,Asia/Tokyo,GMT+9:00,Asia 1,AS
Kisumu,N,,Kenya,Kisumu,airport,KIS,KIS,34.7297222,-0.0855556,Africa/Nairobi,GMT+3:00,"East, West & South Africa",AF
Kisimayu,N,,Somalia,Kismayu,airport,KMU,KMU,42.4594444,-0.3772222,Africa/Mogadishu,GMT+3:00,"East, West & South Africa",AF
Kish Island,N,,Iran,Kish Island,airport,KIH,KIH,53.9791667,26.5275,Asia/Tehran,GMT+3:30,Middle East & North Africa,ME
Kisangani Bangoka International,N,,Congo,Kisangani,airport,FKI,FKI,25.3380556,0.48166667,Africa/Lubumbashi,GMT+2:00,"East, West & South Africa",AF
Kiruna,N,,Sweden,Kiruna,airport,KRN,KRN,20.3366667,67.8219444,Europe/Stockholm,GMT+1:00,Europe 1,EU
Kirovsk/Apatity Khibiny,N,,Russia,Kirovsk,airport,KVK,KVK,33.5802778,67.5763889,Europe/Moscow,GMT+4:00,Europe 2,EU
Kirov Pobedilovo,N,,Russia,Kirov,airport,KVX,KVX,49.3422222,58.5008333,Europe/Moscow,GMT+4:00,Europe 2,EU
Kirkwall,N,,United Kingdom,Kirkwall,airport,KOI,KOI,-2.9052778,58.9577778,Europe/London,GMT0:00,Europe 1,EU
Kirksville Regional,N,MO,United States,Kirksville,airport,IRK,IRK,-92.544444,40.0936111,America/Chicago,GMT-6:00,Canada & Continental USA,US
Kirkenes Hoeybuktmoen,N,,Norway,Kirkenes,airport,KKN,KKN,29.8913889,69.7258333,Europe/Oslo,GMT+1:00,Europe 1,EU
Kiriwina Island Losuia,N,,Papua New Guinea,Losuia,airport,LSA,LSA,151.081111,-8.5063889,Pacific/Port_Moresby,GMT+10:00,Australia New Zealand & South Pacific,AU
Kiritimati Cassidy International,N,,Kiribati,Christmas Island,airport,CXI,CXI,-157.35417,1.98638889,Pacific/Kiritimati,GMT+14:00,Australia New Zealand & South Pacific,AU
Kirensk,N,,Russia,Kirensk,airport,KCK,KCK,108.058611,57.7727778,Asia/Irkutsk,GMT+9:00,Europe 2,EU
Kirakira,N,,Solomon Islands,Kirakira,airport,IRA,IRA,161.898611,-10.449167,Pacific/Guadalcanal,GMT+11:00,Australia New Zealand & South Pacific,AU
Kipnuk,N,AK,United States,Kipnuk,airport,KPN,KPN,-164.03194,59.9352778,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kinshasa N'djili International,N,,Congo,Kinshasa,airport,FIH,FIH,15.4444444,-4.3858333,Africa/Kinshasa,GMT+1:00,"East, West & South Africa",AF
Kinmen Shangyi,N,,Taiwan,Kinmen,airport,KNH,KNH,118.361667,24.4297222,Asia/Taipei,GMT+8:00,Asia 1,AS
Kingston Norman Rogers,N,ON,Canada,Kingston,airport,YGK,YGK,-76.596944,44.2252778,America/Montreal,GMT-5:00,Canada & Continental USA,US
Kingston Norman Manley International,N,,Jamaica,Kingston,airport,KIN,KIN,-76.7875,17.9355556,America/Jamaica,GMT-5:00,Caribbean & Central America,CB
Kingscote,N,,Australia,Kingscote,airport,KGC,KGC,137.525833,-35.715833,Australia/Adelaide,GMT+9:30,Australia New Zealand & South Pacific,AU
Kingman,N,AZ,United States,Kingman,airport,IGM,IGM,-113.94222,35.2566667,America/Phoenix,GMT-7:00,Canada & Continental USA,US
King Salmon,N,AK,United States,King Salmon,airport,AKN,AKN,-156.64917,58.6766667,America/Anchorage,GMT-9:00,Canada & Continental USA,US
King Khalid Military City,N,,Saudi Arabia,King Khalid Military City,airport,KMC,KMC,45.5283333,27.9008333,Asia/Riyadh,GMT+3:00,Middle East & North Africa,ME
King Island,N,,Australia,King Island,airport,KNS,KNS,143.878333,-39.8775,Australia/Hobart,GMT+10:00,Australia New Zealand & South Pacific,AU
King Cove,N,AK,United States,King Cove,airport,KVC,KVC,-162265,55.1166667,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kindu,N,,Congo,Kindu,airport,KND,KND,25.9152778,-2.9191667,Africa/Lubumbashi,GMT+2:00,"East, West & South Africa",AF
Kimmirut,N,NU,Canada,Kimmirut/Lake Harbour,airport,YLC,YLC,-69.876111,62.8477778,America/Montreal,GMT-5:00,Canada & Continental USA,US
Kimberley,N,,South Africa,Kimberley,airport,KIM,KIM,24.7652778,-28.802778,Africa/Johannesburg,GMT+2:00,"East, West & South Africa",AF
Killeen-Fort Hood Regional Airport,N,TX,United States,Killeen,airport,GRK,ILE,-97.828889,31.0672222,America/Chicago,GMT-6:00,Canada & Continental USA,US
Kilimanjaro International,N,,Tanzania,Kilimanjaro,airport,JRO,JRO,37.0744444,-3.4294444,Africa/Dar_es_Salaam,GMT+3:00,"East, West & South Africa",AF
Kikai,N,,Japan,Kikaiga Shima,airport,KKX,KKX,129.926667,28.3216667,Asia/Tokyo,GMT+9:00,Asia 1,AS
Kigoma,N,,Tanzania,Kigoma,airport,TKQ,TKQ,29.6716667,-4.8880556,Africa/Dar_es_Salaam,GMT+3:00,"East, West & South Africa",AF
Kigali International,N,,Rwanda,Kigali,airport,KGL,KGL,30.1394444,-1.9686111,Africa/Kigali,GMT+2:00,"East, West & South Africa",AF
Kiev Zhuliany International,N,,Ukraine,Kiev,airport,IEV,IEV,30.4497222,50.4016667,Europe/Kiev,GMT+2:00,Europe 2,EU
Kiev Boryspil International,N,,Ukraine,Kiev,airport,KBP,IEV,30.8947222,50345,Europe/Kiev,GMT+2:00,Europe 2,EU
Kiel Holtenau,N,,Germany,Kiel,airport,KEL,KEL,10145,54.3797222,Europe/Berlin,GMT+1:00,Europe 1,EU
Kiana Bob Baker Memorial,N,AK,United States,Kiana,airport,IAN,IAN,-160.43667,66.9758333,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Khujand International,N,,Tajikistan,Khudzhand,airport,LBD,LBD,69.6947222,40.2152778,Asia/Dushanbe,GMT+5:00,Middle East & North Africa,ME
Khoy,N,,Iran,Khoy,airport,KHY,KHY,44.9766667,38.4222222,Asia/Tehran,GMT+3:30,Middle East & North Africa,ME
Khovd,N,,Mongolia,Khovd,airport,HVD,HVD,91.6280556,47.9541667,Asia/Ulaanbaatar,GMT+8:00,Asia 2,AS
Khost Chapman,N,,Afghanistan,Khost,airport,KHT,KHT,69.9527778,33.3338889,Asia/Kabul,GMT+4:30,Indian Subcontinent,IN
Khorramabad,N,,Iran,Khorramabad,airport,KHD,KHD,48.2808333,33.4386111,Asia/Tehran,GMT+3:30,Middle East & North Africa,ME
Khonu Moma,N,,Russia,Khonu,airport,MQJ,MQJ,143.261389,66.4508333,Asia/Magadan,GMT+12:00,Europe 2,EU
Khon Kaen,N,,Thailand,Khon Kaen,airport,KKC,KKC,102.782222,16.4644444,Asia/Bangkok,GMT+7:00,Asia 1,AS
Kherson,N,,Ukraine,Kherson,airport,KHE,KHE,32.5072222,46.6772222,Europe/Kiev,GMT+2:00,Europe 2,EU
Khasab,N,,Oman,Khasab,airport,KHS,KHS,56.2405556,26.1711111,Asia/Muscat,GMT+4:00,Middle East & North Africa,ME
Khartoum International,N,,Sudan,Khartoum,airport,KRT,KRT,32.5530556,15.5894444,Africa/Khartoum,GMT+3:00,"East, West & South Africa",AF
Kharkiv Osnova International,N,,Ukraine,Kharkov,airport,HRK,HRK,36.2836111,49.9261111,Europe/Kiev,GMT+2:00,Europe 2,EU
Khanty-Mansiysk,N,,Russia,Khanty-Mansiysk,airport,HMA,HMA,69.0861111,61.0286111,Asia/Yekaterinburg,GMT+6:00,Europe 2,EU
Khandyga Teply Klyuch,N,,Russia,Khandyga,airport,KDY,KDY,136.851389,62.7883333,Asia/Yakutsk,GMT+10:00,Europe 2,EU
Khamti,N,,Myanmar,Khamti,airport,KHM,KHM,95.6741667,25.9877778,Asia/Rangoon,GMT+6:30,Asia 2,AS
Khajuraho,N,,India,Khajuraho,airport,HJR,HJR,79.9186111,24.8172222,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Khabarovsk Novy,N,,Russia,Khabarovsk,airport,KHV,KHV,135.188333,48.5280556,Asia/Vladivostok,GMT+11:00,Europe 2,EU
Key West International,N,FL,United States,Key West,airport,EYW,EYW,-81.759444,24.5561111,America/New_York,GMT-5:00,Canada & Continental USA,US
Ketchikan International,N,AK,United States,Ketchikan,airport,KTN,KTN,-131.71389,55.3555556,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Ketapang Rahadi Osman,N,,Indonesia,Ketapang,airport,KTG,KTG,109.963611,-1.8166667,Asia/Jakarta,GMT+7:00,Asia 2,AS
Kerteh,N,,Malaysia,Kerteh,airport,KTE,KTE,103.425833,4.54083333,Asia/Kuching,GMT+8:00,Asia 2,AS
Kerry,N,,Ireland,Kerry County,airport,KIR,KIR,-9.5238889,52.1808333,Europe/Dublin,GMT0:00,Europe 1,EU
Kermanshah Shahid AshrafiEsfahani,N,,Iran,Kermanshah,airport,KSH,KSH,47.1566667,34.3480556,Asia/Tehran,GMT+3:30,Middle East & North Africa,ME
Kerman,N,,Iran,Kerman,airport,KER,KER,56.9511111,30.2744444,Asia/Tehran,GMT+3:30,Middle East & North Africa,ME
Kerkyra Ioannis Kapodistrias,N,,Greece,Kerkyra,airport,CFU,CFU,19.9116667,39.6019444,Europe/Athens,GMT+2:00,Europe 2,EU
Kerikeri Bay of Islands,N,,New Zealand,Kerikeri,airport,KKE,KKE,173.911944,-35.257778,Pacific/Auckland,GMT+12:00,Australia New Zealand & South Pacific,AU
Kenora,N,ON,Canada,Kenora,airport,YQK,YQK,-94.363056,49.7883333,America/Rainy_River,GMT-6:00,Canada & Continental USA,US
Kenmore Air Harbor SPB,N,WA,United States,Kenmore Air Harbor,airport,KEH,KEH,-122.25944,47.7555556,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Kengtung,N,,Myanmar,Kengtung,airport,KET,KET,99.6361111,21.3016667,Asia/Rangoon,GMT+6:30,Asia 2,AS
Kendari Halu Oleo,N,,Indonesia,Kendari,airport,KDI,KDI,122.418333,-4.0816667,Asia/Makassar,GMT+8:00,Asia 2,AS
Kenai Municipal,N,AK,United States,Kenai,airport,ENA,ENA,-151245,60.5730556,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kemi/Tornio,N,,Finland,Kemi/Tornio,airport,KEM,KEM,24.5808333,65.7786111,Europe/Helsinki,GMT+2:00,Europe 2,EU
Kemerovo,N,,Russia,Kemerovo,airport,KEJ,KEJ,86.1072222,55.27,Asia/Krasnoyarsk,GMT+8:00,Europe 2,EU
Kelowna International,N,BC,Canada,Kelowna,airport,YLW,YLW,-119.37778,49.9561111,America/Vancouver,GMT-8:00,Canada & Continental USA,US
Kegaska,N,QC,Canada,Kegaska,airport,ZKG,ZKG,-61.265833,50.1961111,America/Blanc-Sablon,GMT-4:00,Canada & Continental USA,US
Kefallinia,N,,Greece,Kefallinia,airport,EFL,EFL,20.5005556,38.12,Europe/Athens,GMT+2:00,Europe 2,EU
Kearney Regional,N,NE,United States,Kearney,airport,EAR,EAR,-99.009167,40.7266667,America/Chicago,GMT-6:00,Canada & Continental USA,US
Kazan International,N,,Russia,Kazan,airport,KZN,KZN,49.2786111,55.6061111,Europe/Moscow,GMT+4:00,Europe 2,EU
Kayseri Erkilet,N,,Turkey,Kayseri,airport,ASR,ASR,35.4955556,38.7702778,Europe/Istanbul,GMT+2:00,Europe 2,EU
Kawthaung,N,,Myanmar,Kawthaung,airport,KAW,KAW,98.5380556,10.0491667,Asia/Rangoon,GMT+6:30,Asia 2,AS
Kavieng,N,,Papua New Guinea,Kavieng,airport,KVG,KVG,150.808056,-2.5794444,Pacific/Port_Moresby,GMT+10:00,Australia New Zealand & South Pacific,AU
Kavala Megas Alexandros,N,,Greece,Kavala,airport,KVA,KVA,24.6191667,40.9133333,Europe/Athens,GMT+2:00,Europe 2,EU
Kaunas International,N,,Lithuania,Kaunas,airport,KUN,KUN,24.0847222,54.9638889,Europe/Vilnius,GMT+2:00,Europe 2,EU
Kaukura,N,,French Polynesia,Kaukura Atoll,airport,KKR,KKR,-146.88472,-15.663333,Pacific/Tahiti,GMT-10:00,Australia New Zealand & South Pacific,AU
Kauehi,N,,French Polynesia,Kauehi,airport,KHZ,KHZ,-145.12417,-15.780833,Pacific/Tahiti,GMT-10:00,Australia New Zealand & South Pacific,AU
Kaubang,N,,Indonesia,Kau,airport,KAZ,KAZ,127.896111,1.18472222,Asia/Jayapura,GMT+9:00,Asia 2,AS
Katowice Pyrzowice,N,,Poland,Katowice,airport,KTW,KTW,19.08,50.4741667,Europe/Warsaw,GMT+1:00,Europe 1,EU
Katiu,N,,French Polynesia,Katiu,airport,KXU,KXU,-144.40306,-16.339444,Pacific/Tahiti,GMT-10:00,Australia New Zealand & South Pacific,AU
Katima Mulilo Mpacha,N,,Namibia,Mpacha,airport,MPA,MPA,24.1833333,-17.633333,Africa/Windhoek,GMT+1:00,"East, West & South Africa",AF
Kathmandu Tribhuvan International,N,,Nepal,Kathmandu,airport,KTM,KTM,85.3591667,27.6966667,Asia/Katmandu,GMT+5:45,Indian Subcontinent,IN
Kastoria Aristotelis,N,,Greece,Kastoria,airport,KSO,KSO,21.2822222,40.4463889,Europe/Athens,GMT+2:00,Europe 2,EU
Kastamonu,N,,Turkey,Kastamonu,airport,KFS,KFS,33.7961111,41315,Europe/Istanbul,GMT+2:00,Europe 2,EU
Kassel Calden,N,,Germany,Kassel,airport,KSF,KSF,9.3775,51.4083333,Europe/Berlin,GMT+1:00,Europe 1,EU
Kasos Island,N,,Greece,Kasos Island,airport,KSJ,KSJ,26.91,35.4213889,Europe/Athens,GMT+2:00,Europe 2,EU
Kasigluk,N,AK,United States,Kasigluk,airport,KUK,KUK,-162.52417,60.8738889,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kashi,N,,China,Kashi,airport,KHG,KHG,76.02,39.5425,Asia/Shanghai,GMT+8:00,Asia 1,AS
Kashechewan,N,ON,Canada,Kaschechewan,airport,ZKE,ZKE,-81.678056,52.2816667,America/Montreal,GMT-5:00,Canada & Continental USA,US
Kasese,N,,Uganda,Kasese,airport,KSE,KSE,30.1019444,185,Africa/Kampala,GMT+3:00,"East, West & South Africa",AF
Kasane,N,,Botswana,Kasane,airport,BBK,BBK,25.1625,-17.832778,Africa/Lusaka,GMT+2:00,"East, West & South Africa",AF
Kasama,N,,Zambia,Kasama,airport,KAA,KAA,31.1347222,-10.218056,Africa/Lusaka,GMT+2:00,"East, West & South Africa",AF
Kasaan Sea Plane Base,N,AK,United States,Kasaan,airport,KXA,KXA,-132.40139,55.5361111,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Karup,N,,Denmark,Karup,airport,KRP,KRP,9.12472222,56.2975,Europe/Copenhagen,GMT+1:00,Europe 1,EU
Karshi Khanabad,N,,Uzbekistan,Karshi,airport,KSQ,KSQ,65.7747222,38.8019444,Asia/Samarkand,GMT+5:00,Middle East & North Africa,ME
Kars,N,,Turkey,Kars,airport,KSY,KSY,43115,40.5622222,Europe/Istanbul,GMT+2:00,Europe 2,EU
Karratha,N,,Australia,Karratha,airport,KTA,KTA,116.773333,-20.712222,Australia/Perth,GMT+8:00,Australia New Zealand & South Pacific,AU
Karpathos,N,,Greece,Karpathos,airport,AOK,AOK,27.1461111,35.4213889,Europe/Athens,GMT+2:00,Europe 2,EU
Karluk,N,AK,United States,Karluk,airport,KYK,KYK,-154.45194,57.5655556,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Karlstad,N,,Sweden,Karlstad,airport,KSD,KSD,13.3375,59.4447222,Europe/Stockholm,GMT+1:00,Europe 1,EU
Karlsruhe/Baden-Baden Baden Airpark,N,,Germany,Karlsruhe/Baden Baden,airport,FKB,FKB,8.08055556,48.7794444,Europe/Berlin,GMT+1:00,Europe 1,EU
Karlovy Vary International,N,,Czech Republic,Karlovy Vary,airport,KLV,KLV,12915,50.2030556,Europe/Prague,GMT+1:00,Europe 2,EU
Kariba,N,,Zimbabwe,Kariba,airport,KAB,KAB,28885,-16.519722,Africa/Harare,GMT+2:00,"East, West & South Africa",AF
Kardla,N,,Estonia,Kardla,airport,KDL,KDL,22.8308333,58.9908333,Europe/Tallinn,GMT+2:00,Europe 2,EU
Karamay,N,,China,Karamay,airport,KRY,KRY,84.9538889,45.4661111,Asia/Shanghai,GMT+8:00,Asia 1,AS
Karaganda Sary-Arka,N,,Kazakhstan,Karaganda,airport,KGF,KGF,73.3344444,49.6708333,Asia/Almaty,GMT+6:00,Middle East & North Africa,ME
Karachi Quaid-e-Azam Int'l,N,,Pakistan,Karachi,airport,KHI,KHI,67.1608333,24.9066667,Asia/Karachi,GMT+5:00,Indian Subcontinent,IN
Kapuskasing,N,ON,Canada,Kapuskasing,airport,YYU,YYU,-82.471111,49.4144444,America/Montreal,GMT-5:00,Canada & Continental USA,US
Kapolei Kalaeloa,N,HI,United States,Kapolei,airport,JRF,JRF,-158.07028,21.3072222,Pacific/Honolulu,GMT-10:00,Canada & Continental USA,US
Kapalua,N,HI,United States,Kapalua,airport,JHM,JHM,-156.67306,20.9630556,Pacific/Honolulu,GMT-10:00,Canada & Continental USA,US
Kaohsiung International,N,,Taiwan,Kaohsiung,airport,KHH,KHH,120.35,22.5772222,Asia/Taipei,GMT+8:00,Asia 1,AS
Kansas City International,N,MO,United States,Kansas City,airport,MCI,MKC,-94.713889,39.2975,America/Chicago,GMT-6:00,Canada & Continental USA,US
Kanpur,N,,India,Kanpur,airport,KNU,KNU,80.3672222,26.4405556,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Kangirsuk,N,QC,Canada,Kangirsuk,airport,YKG,YKG,-69.999722,60.0272222,America/Montreal,GMT-5:00,Canada & Continental USA,US
Kangiqsujuaq Wakeham Bay,N,QC,Canada,Kangiqsujuaq,airport,YWB,YWB,-71.926667,61.5877778,America/Montreal,GMT-5:00,Canada & Continental USA,US
Kangiqsualujjuaq Georges River,N,QC,Canada,Kangiqsualujjuaq,airport,XGR,XGR,-65.991944,58.7113889,America/Montreal,GMT-5:00,Canada & Continental USA,US
Kangerlussuaq,N,,Greenland,Kangerlussuaq,airport,SFJ,SFJ,-50.689444,67.0169444,America/Godthab,GMT-3:00,Europe 2,EU
Kangding,N,,China,Kangding,airport,KGT,KGT,101.737778,30.1447222,Asia/Shanghai,GMT+8:00,Asia 1,AS
Kandy Polgolla Reservoir SPB,N,,Sri Lanka,Kandy,airport,KDZ,KDW,80.6416667,7.32666667,Asia/Colombo,GMT+5:30,Indian Subcontinent,IN
Kandahar International,N,,Afghanistan,Kandahar,airport,KDH,KDH,65.8477778,31.5055556,Asia/Kabul,GMT+4:30,Indian Subcontinent,IN
Kananga,N,,Congo,Kananga,airport,KGA,KGA,22.4691667,-5.9,Africa/Lubumbashi,GMT+2:00,"East, West & South Africa",AF
Kamuela Waimea-Kohala,N,HI,United States,Kamuela,airport,MUE,MUE,-155.66806,20.0013889,Pacific/Honolulu,GMT-10:00,Canada & Continental USA,US
Kamloops,N,BC,Canada,Kamloops,airport,YKA,YKA,-120.44444,50.7022222,America/Vancouver,GMT-8:00,Canada & Continental USA,US
Kamina-Ville,N,,Congo,Kamina,airport,KMN,KMN,25.25,-8.6411111,Africa/Lubumbashi,GMT+2:00,"East, West & South Africa",AF
Kalymnos,N,,Greece,Kalymnos Island,airport,JKL,JKL,26.9411111,36.9633333,Europe/Athens,GMT+2:00,Europe 2,EU
Kaltag,N,AK,United States,Kaltag,airport,KAL,KAL,-158.74306,64.3180556,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kalskag,N,AK,United States,Kalskag,airport,KLG,KLG,-160.34778,61.5358333,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kalmar,N,,Sweden,Kalmar,airport,KLR,KLR,16.2875,56.6855556,Europe/Stockholm,GMT+1:00,Europe 1,EU
Kalispell Glacier Park International,N,MT,United States,Kalispell,airport,FCA,FCA,-114.25611,48.3105556,America/Denver,GMT-7:00,Canada & Continental USA,US
Kaliningrad Khrabrovo,N,,Russia,Kaliningrad,airport,KGD,KGD,20.5925,54.89,Europe/Kaliningrad,GMT+3:00,Europe 2,EU
Kalibo International,N,,Philippines,Kalibo,airport,KLO,KLO,122.381111,11.6844444,Asia/Manila,GMT+8:00,Asia 2,AS
Kalgoorlie-Boulder,N,,Australia,Kalgoorlie,airport,KGI,KGI,121.463611,-30.791389,Australia/Perth,GMT+8:00,Australia New Zealand & South Pacific,AU
Kalemyo,N,,Myanmar,Kalemyo,airport,KMV,KMV,94.0519444,23.1888889,Asia/Rangoon,GMT+6:30,Asia 2,AS
Kalemie,N,,Congo,Kalemie,airport,FMI,FMI,29.2461111,-5.8777778,Africa/Lubumbashi,GMT+2:00,"East, West & South Africa",AF
Kalamazoo Battle Creek International,N,MI,United States,Kalamazoo,airport,AZO,AZO,-85.551944,42235,America/New_York,GMT-5:00,Canada & Continental USA,US
Kalamata,N,,Greece,Kalamata,airport,KLX,KLX,22.0255556,37.0683333,Europe/Athens,GMT+2:00,Europe 2,EU
Kake Sea Plane Base,N,AK,United States,Kake,airport,KAE,KAE,-133.91028,56.9613889,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Kakamega,N,,Kenya,Kakamega,airport,GGM,GGM,34.7875,0.27138889,Africa/Nairobi,GMT+3:00,"East, West & South Africa",AF
Kajaani,N,,Finland,Kajaani,airport,KAJ,KAJ,27.6925,64.2855556,Europe/Helsinki,GMT+2:00,Europe 2,EU
Kaitaia,N,,New Zealand,Kaitaia,airport,KAT,KAT,173.286944,-35.071111,Pacific/Auckland,GMT+12:00,Australia New Zealand & South Pacific,AU
Kahului,N,HI,United States,Kahului,airport,OGG,OGG,-156.43056,20.8986111,Pacific/Honolulu,GMT-10:00,Canada & Continental USA,US
Kahramanmaras,N,,Turkey,Kahramanmaras,airport,KCM,KCM,36.9533333,37.5388889,Europe/Istanbul,GMT+2:00,Europe 2,EU
Kagoshima,N,,Japan,Kagoshima,airport,KOJ,KOJ,130.719444,31.8033333,Asia/Tokyo,GMT+9:00,Asia 1,AS
Kaghau Island,N,,Solomon Islands,Kagau,airport,KGE,KGE,157.583333,-7.3283333,Pacific/Guadalcanal,GMT+11:00,Australia New Zealand & South Pacific,AU
Kaduna,N,,Nigeria,Kaduna,airport,KAD,KAD,7.32,10.6961111,Africa/Lagos,GMT+1:00,"East, West & South Africa",AF
Kadhdhoo Island,N,,Maldives,Kadhdhoo,airport,KDO,KDO,73.5197222,1.85833333,Indian/Maldives,GMT+5:00,Indian Subcontinent,IN
Kadavu Island Vunisea,N,,Fiji,Kandavu,airport,KDV,KDV,178.157222,-19.058333,Pacific/Fiji,GMT+12:00,Australia New Zealand & South Pacific,AU
Kabul International,N,,Afghanistan,Kabul,airport,KBL,KBL,69.2125,34.5658333,Asia/Kabul,GMT+4:30,Indian Subcontinent,IN
Kaadedhdhoo Island,N,,Maldives,Kaadedhdhoo,airport,KDM,KDM,72.9961111,0.48833333,Indian/Maldives,GMT+5:00,Indian Subcontinent,IN
Jyvaskyla,N,,Finland,Jyvaskyla,airport,JYV,JYV,25.6783333,62.3994444,Europe/Helsinki,GMT+2:00,Europe 2,EU
Juneau International,N,AK,United States,Juneau,airport,JNU,JNU,-134.57639,58355,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Juliaca Inco Mnco Capac International,N,,Peru,Juliaca,airport,JUL,JUL,-70.158056,-15.467222,America/Lima,GMT-5:00,Southern South America,SA
Julia Creek,N,,Australia,Julia Creek,airport,JCK,JCK,141.7225,-20.668333,Australia/Brisbane,GMT+10:00,Australia New Zealand & South Pacific,AU
Jujuy Gobernador H. Guzman,N,,Argentina,Jujuy,airport,JUJ,JUJ,-65.097778,-24.392778,America/Argentina/Mendoza,GMT-3:00,Southern South America,SA
Juiz de For a Presidente I. Franco,N,,Brazil,Juiz de Fora,airport,IZA,JDF,-43.170556,-21.512222,America/Sao_Paulo,GMT-3:00,Southern South America,SA
Juba,N,,South Sudan,Juba,airport,JUB,JUB,31.6011111,4.87194444,Africa/Juba,GMT+3:00,"East, West & South Africa",AF
Juazeiro do Norte O. Bezerra de Menezes,N,,Brazil,Juazeiro do Norte,airport,JDO,JDO,-39.271389,-7.2186111,America/Belem,GMT-3:00,Southern South America,SA
Jouf,N,,Saudi Arabia,Jouf,airport,AJF,AJF,40.1,29785,Asia/Riyadh,GMT+3:00,Middle East & North Africa,ME
Jos Yakubu Gowon,N,,Nigeria,Jos,airport,JOS,JOS,8.87,9.63972222,Africa/Lagos,GMT+1:00,"East, West & South Africa",AF
Jorhat Rowriah,N,,India,Jorhat,airport,JRH,JRH,94.1755556,26.7316667,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Joplin Regional,N,MO,United States,Joplin,airport,JLN,JLN,-94.498333,37.1519444,America/Chicago,GMT-6:00,Canada & Continental USA,US
Jonkoping,N,,Sweden,Jonkoping,airport,JKG,JKG,14.0686111,57.7575,Europe/Stockholm,GMT+1:00,Europe 1,EU
Jonesboro Municipal,N,AR,United States,Jonesboro,airport,JBR,JBR,-90.649444,35.8330556,America/Chicago,GMT-6:00,Canada & Continental USA,US
Jolo,N,,Philippines,Jolo,airport,JOL,JOL,121.011111,6.05361111,Asia/Manila,GMT+8:00,Asia 2,AS
Joinville Lauro Carneiro Loyola,N,,Brazil,Joinville,airport,JOI,JOI,-48.7975,-26.224444,America/Sao_Paulo,GMT-3:00,Southern South America,SA
